"name","sim","replicate","ema"
"Northern_brown_bandicoot","high_disp_recorded_fires",20,5101.23419359528
"Northern_brown_bandicoot","high_disp_recorded_fires",21,3180.750159409
"Northern_brown_bandicoot","high_disp_recorded_fires",22,7956.60164086435
"Northern_brown_bandicoot","high_disp_recorded_fires",23,4968.39626203276
"Northern_brown_bandicoot","high_disp_recorded_fires",24,7023.2610724762
"Northern_brown_bandicoot","high_disp_recorded_fires",25,11725.8646926056
"Northern_brown_bandicoot","high_disp_recorded_fires",26,11933.457689294
"Northern_brown_bandicoot","high_disp_recorded_fires",27,4986.667948505
"Northern_brown_bandicoot","high_disp_recorded_fires",28,4211.65704306774
"Northern_brown_bandicoot","high_disp_recorded_fires",29,3749.51355558533
"Northern_brown_bandicoot","high_disp_recorded_fires",30,2855.00904391309
"Northern_brown_bandicoot","high_disp_recorded_fires",31,2066.08100669891
"Northern_brown_bandicoot","high_disp_recorded_fires",32,6005.47001882632
"Northern_brown_bandicoot","high_disp_recorded_fires",33,4562.49480201216
"Northern_brown_bandicoot","high_disp_recorded_fires",34,7866.58447702123
"Northern_brown_bandicoot","high_disp_recorded_fires",35,6819.97870123884
"Northern_brown_bandicoot","high_disp_recorded_fires",36,5300.70156070307
"Northern_brown_bandicoot","high_disp_recorded_fires",37,19414.173688287
"Northern_brown_bandicoot","high_disp_recorded_fires",38,5586.40962435895
"Northern_brown_bandicoot","high_disp_recorded_fires",39,4587.05450931007
"Northern_brown_bandicoot","high_disp_recorded_fires",40,8328.71053048409
"Northern_brown_bandicoot","high_disp_recorded_fires",41,7042.52817386296
"Northern_brown_bandicoot","high_disp_recorded_fires",42,5265.24515354084
"Northern_brown_bandicoot","high_disp_recorded_fires",43,11714.6271247968
"Northern_brown_bandicoot","high_disp_recorded_fires",44,5124.32308928571
"Northern_brown_bandicoot","high_disp_recorded_fires",45,4284.33172809439
"Northern_brown_bandicoot","high_disp_recorded_fires",46,3047.61507644636
"Northern_brown_bandicoot","high_disp_recorded_fires",47,5055.04062106476
"Northern_brown_bandicoot","high_disp_recorded_fires",48,10162.1631159164
"Northern_brown_bandicoot","high_disp_recorded_fires",49,10773.9953686351
"Northern_brown_bandicoot","high_disp_recorded_fires",50,4669.10529525353
"Northern_brown_bandicoot","high_disp_recorded_fires",51,7281.864600516
"Northern_brown_bandicoot","high_disp_recorded_fires",52,13034.74636425
"Northern_brown_bandicoot","high_disp_recorded_fires",53,6181.95829867177
"Northern_brown_bandicoot","high_disp_recorded_fires",54,3157.18435321709
"Northern_brown_bandicoot","high_disp_recorded_fires",55,5208.34079442984
"Northern_brown_bandicoot","high_disp_recorded_fires",56,10637.1161555102
"Northern_brown_bandicoot","high_disp_recorded_fires",57,8355.75001721311
"Northern_brown_bandicoot","high_disp_recorded_fires",58,9356.33736620645
"Northern_brown_bandicoot","high_disp_recorded_fires",59,3273.95781217872
"Northern_brown_bandicoot","high_disp_recorded_fires",60,11113.4736370308
"Northern_brown_bandicoot","high_disp_recorded_fires",61,4647.68040296177
"Northern_brown_bandicoot","high_disp_recorded_fires",62,9593.4240684211
"Northern_brown_bandicoot","high_disp_recorded_fires",63,6076.5611942505
"Northern_brown_bandicoot","high_disp_recorded_fires",64,2260.26192986024
"Northern_brown_bandicoot","high_disp_recorded_fires",65,3218.30956118986
"Northern_brown_bandicoot","high_disp_recorded_fires",66,9925.46734907524
"Northern_brown_bandicoot","high_disp_recorded_fires",67,9801.84584641195
"Northern_brown_bandicoot","high_disp_recorded_fires",68,9136.35505192529
"Northern_brown_bandicoot","high_disp_recorded_fires",69,5834.87457560534
"Northern_brown_bandicoot","high_disp_recorded_fires",70,7930.38120710262
"Northern_brown_bandicoot","high_disp_recorded_fires",71,7131.46870841901
"Northern_brown_bandicoot","high_disp_recorded_fires",72,5630.47649096808
"Northern_brown_bandicoot","high_disp_recorded_fires",73,6906.45652550176
"Northern_brown_bandicoot","high_disp_recorded_fires",74,939.262795188745
"Northern_brown_bandicoot","high_disp_recorded_fires",75,5430.42591694976
"Northern_brown_bandicoot","high_disp_recorded_fires",76,5382.34156989778
"Northern_brown_bandicoot","high_disp_recorded_fires",77,7470.38488470098
"Northern_brown_bandicoot","high_disp_recorded_fires",78,5845.34392124199
"Northern_brown_bandicoot","high_disp_recorded_fires",79,2845.39733931221
"Northern_brown_bandicoot","high_disp_recorded_fires",80,8670.07444915266
"Northern_brown_bandicoot","high_disp_recorded_fires",81,9080.5415296845
"Northern_brown_bandicoot","high_disp_recorded_fires",82,5383.47079251953
"Northern_brown_bandicoot","high_disp_recorded_fires",83,4099.07867713197
"Northern_brown_bandicoot","high_disp_recorded_fires",84,3539.05069802526
"Northern_brown_bandicoot","high_disp_recorded_fires",85,8215.33289582137
"Northern_brown_bandicoot","high_disp_recorded_fires",86,2873.38702282086
"Northern_brown_bandicoot","high_disp_recorded_fires",87,5305.58227574616
"Northern_brown_bandicoot","high_disp_recorded_fires",88,8804.45824080683
"Northern_brown_bandicoot","high_disp_recorded_fires",89,6543.98001429006
"Northern_brown_bandicoot","high_disp_recorded_fires",90,3295.93054628904
"Northern_brown_bandicoot","high_disp_recorded_fires",91,8196.56474388137
"Northern_brown_bandicoot","high_disp_recorded_fires",92,9785.50852886275
"Northern_brown_bandicoot","high_disp_recorded_fires",93,10196.3946984609
"Northern_brown_bandicoot","high_disp_recorded_fires",94,13249.6341892968
"Northern_brown_bandicoot","high_disp_recorded_fires",95,7865.77299882139
"Northern_brown_bandicoot","high_disp_recorded_fires",96,4868.62856740901
"Northern_brown_bandicoot","high_disp_recorded_fires",97,4223.47675545278
"Northern_brown_bandicoot","high_disp_recorded_fires",98,2969.75417354836
"Northern_brown_bandicoot","high_disp_recorded_fires",99,5935.55234589543
"Northern_brown_bandicoot","high_disp_recorded_fires",100,7474.21749328877
"Northern_brown_bandicoot","low_disp_clumped_fires",1,12376.6866077864
"Northern_brown_bandicoot","low_disp_clumped_fires",2,11785.7051079523
"Northern_brown_bandicoot","low_disp_clumped_fires",3,17708.1151918075
"Northern_brown_bandicoot","low_disp_clumped_fires",4,3493.58721334621
"Northern_brown_bandicoot","low_disp_clumped_fires",5,5829.53127367822
"Northern_brown_bandicoot","low_disp_clumped_fires",6,7055.39337668135
"Northern_brown_bandicoot","low_disp_clumped_fires",7,8148.08535485874
"Northern_brown_bandicoot","low_disp_clumped_fires",8,4063.90762958866
"Northern_brown_bandicoot","low_disp_clumped_fires",9,9669.34943378113
"Northern_brown_bandicoot","low_disp_clumped_fires",10,11516.6600631145
"Northern_brown_bandicoot","low_disp_clumped_fires",11,6074.31787956369
"Northern_brown_bandicoot","low_disp_clumped_fires",12,13350.4379398424
"Northern_brown_bandicoot","low_disp_clumped_fires",13,5858.23500388565
"Northern_brown_bandicoot","low_disp_clumped_fires",14,3365.29092849243
"Northern_brown_bandicoot","low_disp_clumped_fires",15,5594.04126456497
"Northern_brown_bandicoot","low_disp_clumped_fires",16,5927.47492911339
"Northern_brown_bandicoot","low_disp_clumped_fires",17,2382.33512207492
"Northern_brown_bandicoot","low_disp_clumped_fires",18,13646.1238604939
"Northern_brown_bandicoot","low_disp_clumped_fires",19,8636.86027149093
"Northern_brown_bandicoot","low_disp_clumped_fires",20,9353.66856256679
"Northern_brown_bandicoot","low_disp_clumped_fires",21,5753.34825166659
"Northern_brown_bandicoot","low_disp_clumped_fires",22,11622.87573786
"Northern_brown_bandicoot","low_disp_clumped_fires",23,10573.6044470392
"Northern_brown_bandicoot","low_disp_clumped_fires",24,4954.26482706723
"Northern_brown_bandicoot","low_disp_clumped_fires",25,5186.93507434442
"Northern_brown_bandicoot","low_disp_clumped_fires",26,8491.53602791344
"Northern_brown_bandicoot","low_disp_clumped_fires",27,7443.72013992277
"Northern_brown_bandicoot","low_disp_clumped_fires",28,5808.24554799752
"Northern_brown_bandicoot","low_disp_clumped_fires",29,13378.735788426
"Northern_brown_bandicoot","low_disp_clumped_fires",30,11338.1780398956
"Northern_brown_bandicoot","low_disp_clumped_fires",31,5511.45301927266
"Northern_brown_bandicoot","low_disp_clumped_fires",32,4048.50008719949
"Northern_brown_bandicoot","low_disp_clumped_fires",33,9698.57385623827
"Northern_brown_bandicoot","low_disp_clumped_fires",34,3690.36665384253
"Northern_brown_bandicoot","low_disp_clumped_fires",35,7911.40311408657
"Northern_brown_bandicoot","low_disp_clumped_fires",36,4501.63120951302
"Northern_brown_bandicoot","low_disp_clumped_fires",37,6472.2289790892
"Northern_brown_bandicoot","low_disp_clumped_fires",38,4375.1196739898
"Northern_brown_bandicoot","low_disp_clumped_fires",39,7453.0288842544
"Northern_brown_bandicoot","low_disp_clumped_fires",40,6353.47228952371
"Northern_brown_bandicoot","low_disp_clumped_fires",41,5310.11141903977
"Northern_brown_bandicoot","low_disp_clumped_fires",42,5019.76347121339
"Northern_brown_bandicoot","low_disp_clumped_fires",43,5364.71750872451
"Northern_brown_bandicoot","low_disp_clumped_fires",44,21043.9660727316
"Northern_brown_bandicoot","low_disp_clumped_fires",45,7581.44965817789
"Northern_brown_bandicoot","low_disp_clumped_fires",46,10516.9358187986
"Northern_brown_bandicoot","low_disp_clumped_fires",47,8664.56397951144
"Northern_brown_bandicoot","low_disp_clumped_fires",48,10230.776764504
"Northern_brown_bandicoot","low_disp_clumped_fires",49,12562.3851409524
"Northern_brown_bandicoot","low_disp_clumped_fires",50,4751.65141646928
"Northern_brown_bandicoot","low_disp_clumped_fires",51,9031.96544928574
"Northern_brown_bandicoot","low_disp_clumped_fires",52,8246.17697756367
"Northern_brown_bandicoot","low_disp_clumped_fires",53,4963.70472105174
"Northern_brown_bandicoot","low_disp_clumped_fires",54,9399.70059124637
"Northern_brown_bandicoot","low_disp_clumped_fires",55,6514.13908788899
"Northern_brown_bandicoot","low_disp_clumped_fires",56,5495.38316672731
"Northern_brown_bandicoot","low_disp_clumped_fires",57,7264.81200650794
"Northern_brown_bandicoot","low_disp_clumped_fires",58,2689.86762902619
"Northern_brown_bandicoot","low_disp_clumped_fires",59,8727.52370869471
"Northern_brown_bandicoot","low_disp_clumped_fires",60,5303.5316011962
"Northern_brown_bandicoot","low_disp_clumped_fires",61,10581.8966479859
"Northern_brown_bandicoot","low_disp_clumped_fires",62,11487.1290158803
"Northern_brown_bandicoot","low_disp_clumped_fires",63,5138.54443908424
"Northern_brown_bandicoot","low_disp_clumped_fires",64,9938.05454670925
"Northern_brown_bandicoot","low_disp_clumped_fires",65,3893.54681198305
"Northern_brown_bandicoot","low_disp_clumped_fires",66,6426.32627270008
"Northern_brown_bandicoot","low_disp_clumped_fires",67,2768.94184808862
"Northern_brown_bandicoot","low_disp_clumped_fires",68,4239.08067986145
"Northern_brown_bandicoot","low_disp_clumped_fires",69,6181.81641996044
"Northern_brown_bandicoot","low_disp_clumped_fires",70,5657.39159542407
"Northern_brown_bandicoot","low_disp_clumped_fires",71,6179.4146215063
"Northern_brown_bandicoot","low_disp_clumped_fires",72,7930.67356585417
"Northern_brown_bandicoot","low_disp_clumped_fires",73,8949.36607857694
"Northern_brown_bandicoot","low_disp_clumped_fires",74,5842.93783210507
"Northern_brown_bandicoot","low_disp_clumped_fires",75,5677.85589160769
"Northern_brown_bandicoot","low_disp_clumped_fires",76,3320.83977140259
"Northern_brown_bandicoot","low_disp_clumped_fires",77,14696.3507286398
"Northern_brown_bandicoot","low_disp_clumped_fires",78,6232.42646074045
"Northern_brown_bandicoot","low_disp_clumped_fires",79,8293.20884481892
"Northern_brown_bandicoot","low_disp_clumped_fires",80,12812.243660111
"Northern_brown_bandicoot","low_disp_clumped_fires",81,8429.54465082524
"Northern_brown_bandicoot","low_disp_clumped_fires",82,3888.17026070901
"Northern_brown_bandicoot","low_disp_clumped_fires",83,8586.25972608024
"Northern_brown_bandicoot","low_disp_clumped_fires",84,6697.89241201015
"Northern_brown_bandicoot","low_disp_clumped_fires",85,7327.68630635262
